"geneid" "chr" "left" "right"
"2684" "2478059_ENSG00000170310_STX8" "chr17" "9362276" "9363020"
"2685" "2478060_ENSG00000170310_STX8" "chr17" "9363021" "9363207"
"2686" "2478064_ENSG00000170310_STX8" "chr17" "9364772" "9365117"
"2687" "2478072_ENSG00000170310_STX8" "chr17" "9366468" "9367209"
"2688" "2478083_ENSG00000170310_STX8" "chr17" "9370166" "9370425"
"2689" "2478104_ENSG00000170310_STX8" "chr17" "9377268" "9378024"
"2690" "2478112_ENSG00000170310_STX8" "chr17" "9380082" "9380193"
"2691" "2478114_ENSG00000170310_STX8" "chr17" "9380492" "9380952"
"2692" "2478115_ENSG00000170310_STX8" "chr17" "9380953" "9381746"
"2693" "2478125_ENSG00000170310_STX8" "chr17" "9385306" "9385448"
"2694" "2478128_ENSG00000170310_STX8" "chr17" "9385837" "9386011"
"2695" "2478243_ENSG00000170310_STX8" "chr17" "9424984" "9425631"
"2696" "2478268_ENSG00000170310_STX8" "chr17" "9432991" "9433404"
"2697" "2478269_ENSG00000170310_STX8" "chr17" "9433405" "9434007"
"2698" "2478273_ENSG00000170310_STX8" "chr17" "9434313" "9434512"
"2699" "2478277_ENSG00000170310_STX8" "chr17" "9436131" "9436295"
"2700" "2478284_ENSG00000170310_STX8" "chr17" "9437789" "9438022"
"2701" "2478286_ENSG00000170310_STX8" "chr17" "9438284" "9438458"
"2702" "2478290_ENSG00000170310_STX8" "chr17" "9438880" "9439150"
"2703" "2478295_ENSG00000170310_STX8" "chr17" "9440340" "9440587"
"2704" "2478297_ENSG00000170310_STX8" "chr17" "9440763" "9441267"
"2705" "2478305_ENSG00000170310_STX8" "chr17" "9443188" "9443850"
"2706" "2478_ENSG00000078808_SDF4" "chr1" "1194067" "1194774"
"2707" "2479_ENSG00000078808_SDF4" "chr1" "1194775" "1195228"
"2708" "2483_ENSG00000078808_SDF4" "chr1" "1195880" "1196104"
"2709" "2494757_ENSG00000109099_PMP22" "chr17" "15503316" "15504115"
"2710" "2494763_ENSG00000109099_PMP22" "chr17" "15505407" "15506122"
"2711" "2494764_ENSG00000109099_PMP22" "chr17" "15506123" "15507322"
"2712" "2494768_ENSG00000109099_PMP22" "chr17" "15508112" "15508764"
"2713" "2494789_ENSG00000109099_PMP22" "chr17" "15515957" "15516441"
"2714" "2494809_ENSG00000109099_PMP22" "chr17" "15521297" "15521841"
"2715" "2494810_ENSG00000109099_PMP22" "chr17" "15521842" "15522552"
"2716" "2494822_ENSG00000109099_PMP22" "chr17" "15525046" "15525836"
"2717" "2494829_ENSG00000109099_PMP22" "chr17" "15527743" "15528203"
"2718" "2494830_ENSG00000109099_PMP22" "chr17" "15528204" "15528668"
"2719" "2494838_ENSG00000109099_PMP22" "chr17" "15531185" "15531281"
"2720" "2494842_ENSG00000109099_PMP22" "chr17" "15531733" "15532560"
"2721" "2494845_ENSG00000109099_PMP22" "chr17" "15532705" "15533522"
"2722" "2494851_ENSG00000109099_PMP22" "chr17" "15534745" "15535967"
"2723" "2494857_ENSG00000109099_PMP22" "chr17" "15537781" "15538137"
"2724" "2494858_ENSG00000109099_PMP22" "chr17" "15538138" "15538366"
"2725" "2494862_ENSG00000109099_PMP22" "chr17" "15538897" "15539008"
"2726" "2496831_ENSG00000141027_NCOR1" "chr17" "16234716" "16235666"
"2727" "2496833_ENSG00000141027_NCOR1" "chr17" "16235691" "16235898"
"2728" "2496843_ENSG00000141027_NCOR1" "chr17" "16237789" "16237973"
"2729" "2496851_ENSG00000141027_NCOR1" "chr17" "16239434" "16239686"
"2730" "2496861_ENSG00000141027_NCOR1" "chr17" "16241638" "16242116"
"2731" "2496880_ENSG00000141027_NCOR1" "chr17" "16245365" "16245624"
"2732" "2496900_ENSG00000141027_NCOR1" "chr17" "16249431" "16250184"
"2733" "2496908_ENSG00000141027_NCOR1" "chr17" "16252294" "16253107"
"2734" "2496917_ENSG00000141027_NCOR1" "chr17" "16254840" "16255593"
"2735" "2496951_ENSG00000141027_NCOR1" "chr17" "16264696" "16265518"
"2736" "2496953_ENSG00000141027_NCOR1" "chr17" "16265691" "16266190"
"2737" "2496958_ENSG00000141027_NCOR1" "chr17" "16267273" "16267614"
"2738" "2496965_ENSG00000141027_NCOR1" "chr17" "16269424" "16269601"
"2739" "2496974_ENSG00000141027_NCOR1" "chr17" "16270925" "16271257"
"2740" "2496996_ENSG00000141027_NCOR1" "chr17" "16278387" "16279204"
"2741" "2496998_ENSG00000141027_NCOR1" "chr17" "16280398" "16280768"
"2742" "2497000_ENSG00000141027_NCOR1" "chr17" "16280941" "16281602"
"2743" "2497001_ENSG00000141027_NCOR1" "chr17" "16281603" "16282022"
"2744" "2497005_ENSG00000141027_NCOR1" "chr17" "16282689" "16283065"
"2745" "2497008_ENSG00000141027_NCOR1" "chr17" "16283387" "16283596"
"2746" "2497012_ENSG00000141027_NCOR1" "chr17" "16284215" "16284551"
"2747" "2497017_ENSG00000141027_NCOR1" "chr17" "16285009" "16285362"
"2748" "2497022_ENSG00000141027_NCOR1" "chr17" "16287041" "16288442"
"2749" "2497027_ENSG00000141027_NCOR1" "chr17" "16290014" "16290320"
"2750" "2497039_ENSG00000141027_NCOR1" "chr17" "16292486" "16293300"
"2751" "2497047_ENSG00000141027_NCOR1" "chr17" "16295558" "16295719"
"2752" "2497059_ENSG00000141027_NCOR1" "chr17" "16298466" "16298803"
"2753" "2497064_ENSG00000141027_NCOR1" "chr17" "16300457" "16300938"
"2754" "2497066_ENSG00000141027_NCOR1" "chr17" "16301328" "16301469"
"2755" "2497080_ENSG00000141027_NCOR1" "chr17" "16304124" "16304533"
"2756" "2497099_ENSG00000141027_NCOR1" "chr17" "16309243" "16309538"
"2757" "2497100_ENSG00000141027_NCOR1" "chr17" "16309539" "16310028"
"2758" "2497108_ENSG00000141027_NCOR1" "chr17" "16310929" "16311481"
"2759" "2497112_ENSG00000141027_NCOR1" "chr17" "16312695" "16313401"
"2760" "2497115_ENSG00000141027_NCOR1" "chr17" "16314982" "16315655"
"2761" "2499566_ENSG00000154803_FLCN" "chr17" "17204147" "17204607"
"2762" "2499571_ENSG00000154803_FLCN" "chr17" "17205466" "17206000"
"2763" "2499572_ENSG00000154803_FLCN" "chr17" "17206001" "17207299"
"2764" "2499580_ENSG00000154803_FLCN" "chr17" "17208550" "17208673"
"2765" "2499588_ENSG00000154803_FLCN" "chr17" "17210235" "17210578"
"2766" "2499589_ENSG00000154803_FLCN" "chr17" "17210579" "17210711"
"2767" "2499596_ENSG00000154803_FLCN" "chr17" "17212060" "17212560"
"2768" "2499601_ENSG00000154803_FLCN" "chr17" "17213607" "17214371"
"2769" "2500724_ENSG00000108551_RASD1" "chr17" "17617241" "17617376"
"2770" "2500724_ENSG00000133027_PEMT" "chr17" "17617241" "17617376"
"2771" "2500725_ENSG00000108551_RASD1" "chr17" "17617377" "17618000"
"2772" "2500725_ENSG00000133027_PEMT" "chr17" "17617377" "17618000"
"2773" "2500737_ENSG00000108551_RASD1" "chr17" "17620650" "17620945"
"2774" "2500737_ENSG00000133027_PEMT" "chr17" "17620650" "17620945"
"2775" "2500743_ENSG00000108551_RASD1" "chr17" "17621644" "17622502"
"2776" "2500743_ENSG00000133027_PEMT" "chr17" "17621644" "17622502"
"2777" "2500752_ENSG00000108551_RASD1" "chr17" "17624497" "17625642"
"2778" "2500752_ENSG00000133027_PEMT" "chr17" "17624497" "17625642"
"2779" "2500770_ENSG00000108551_RASD1" "chr17" "17630790" "17631305"
"2780" "2500770_ENSG00000133027_PEMT" "chr17" "17630790" "17631305"
"2781" "2500775_ENSG00000108551_RASD1" "chr17" "17631972" "17632518"
"2782" "2500775_ENSG00000133027_PEMT" "chr17" "17631972" "17632518"
"2783" "2500778_ENSG00000108551_RASD1" "chr17" "17633801" "17634338"
"2784" "2500778_ENSG00000133027_PEMT" "chr17" "17633801" "17634338"
"2785" "2500787_ENSG00000108551_RASD1" "chr17" "17635597" "17636953"
"2786" "2500787_ENSG00000133027_PEMT" "chr17" "17635597" "17636953"
"2787" "2501187_ENSG00000175662_TOM1L2" "chr17" "17794778" "17796379"
"2788" "2501201_ENSG00000175662_TOM1L2" "chr17" "17802860" "17803034"
"2789" "2501204_ENSG00000175662_TOM1L2" "chr17" "17804155" "17804925"
"2790" "2501206_ENSG00000175662_TOM1L2" "chr17" "17805099" "17806229"
"2791" "2501213_ENSG00000175662_TOM1L2" "chr17" "17807931" "17808550"
"2792" "2501221_ENSG00000175662_TOM1L2" "chr17" "17810675" "17812400"
"2793" "2506526_ENSG00000142494_SLC47A1" "chr17" "19588700" "19588780"
"2794" "2506531_ENSG00000142494_SLC47A1" "chr17" "19590134" "19590291"
"2795" "2506534_ENSG00000142494_SLC47A1" "chr17" "19590634" "19593132"
"2796" "2506539_ENSG00000142494_SLC47A1" "chr17" "19594304" "19594738"
"2797" "2506544_ENSG00000142494_SLC47A1" "chr17" "19595676" "19596501"
"2798" "2506545_ENSG00000142494_SLC47A1" "chr17" "19596502" "19597144"
"2799" "2506562_ENSG00000142494_SLC47A1" "chr17" "19601684" "19602129"
"2800" "2506567_ENSG00000142494_SLC47A1" "chr17" "19602609" "19603605"
"2801" "2506571_ENSG00000142494_SLC47A1" "chr17" "19604415" "19604842"
"2802" "2506597_ENSG00000142494_SLC47A1" "chr17" "19611336" "19612142"
"2803" "2506598_ENSG00000142494_SLC47A1" "chr17" "19612143" "19612407"
"2804" "2506601_ENSG00000142494_SLC47A1" "chr17" "19612899" "19612946"
"2805" "2506606_ENSG00000142494_SLC47A1" "chr17" "19614832" "19615122"
"2806" "2506617_ENSG00000142494_SLC47A1" "chr17" "19619329" "19621313"
"2807" "2506620_ENSG00000142494_SLC47A1" "chr17" "19622112" "19622556"
"2808" "2506628_ENSG00000142494_SLC47A1" "chr17" "19625291" "19626526"
"2809" "2506638_ENSG00000142494_SLC47A1" "chr17" "19631440" "19631626"
"2810" "2506641_ENSG00000142494_SLC47A1" "chr17" "19632547" "19632833"
"2811" "2506657_ENSG00000142494_SLC47A1" "chr17" "19635763" "19635936"
"2812" "2506659_ENSG00000142494_SLC47A1" "chr17" "19636168" "19636698"
"2813" "2506661_ENSG00000142494_SLC47A1" "chr17" "19636873" "19637097"
"2814" "2506674_ENSG00000142494_SLC47A1" "chr17" "19639996" "19640154"
"2815" "2506678_ENSG00000142494_SLC47A1" "chr17" "19640871" "19642540"
"2816" "2506681_ENSG00000142494_SLC47A1" "chr17" "19642692" "19643164"
"2817" "2506692_ENSG00000142494_SLC47A1" "chr17" "19646744" "19647073"
"2818" "2506694_ENSG00000142494_SLC47A1" "chr17" "19647981" "19649244"
"2819" "2506695_ENSG00000142494_SLC47A1" "chr17" "19649245" "19649743"
"2820" "2506698_ENSG00000142494_SLC47A1" "chr17" "19649975" "19650149"
"2821" "2506701_ENSG00000142494_SLC47A1" "chr17" "19652205" "19652595"
"2822" "2506702_ENSG00000142494_SLC47A1" "chr17" "19652596" "19653107"
"2823" "2506710_ENSG00000142494_SLC47A1" "chr17" "19655605" "19656365"
"2824" "2506714_ENSG00000142494_SLC47A1" "chr17" "19656968" "19658500"
"2825" "2506727_ENSG00000142494_SLC47A1" "chr17" "19659992" "19660570"
"2826" "2506731_ENSG00000142494_SLC47A1" "chr17" "19661171" "19662250"
"2827" "2506737_ENSG00000142494_SLC47A1" "chr17" "19665654" "19666087"
"2828" "2506741_ENSG00000142494_SLC47A1" "chr17" "19666553" "19666771"
"2829" "2506744_ENSG00000142494_SLC47A1" "chr17" "19667797" "19667946"
"2830" "2506745_ENSG00000142494_SLC47A1" "chr17" "19667947" "19668475"
"2831" "2506749_ENSG00000142494_SLC47A1" "chr17" "19669254" "19670152"
"2832" "2506757_ENSG00000142494_SLC47A1" "chr17" "19672323" "19672991"
"2833" "2506758_ENSG00000142494_SLC47A1" "chr17" "19672992" "19675577"
"2834" "2506772_ENSG00000142494_SLC47A1" "chr17" "19679625" "19680989"
"2835" "2506780_ENSG00000142494_SLC47A1" "chr17" "19683746" "19684908"
"2836" "2506781_ENSG00000142494_SLC47A1" "chr17" "19684909" "19685178"
"2837" "2506782_ENSG00000142494_SLC47A1" "chr17" "19685179" "19685790"
"2838" "2506788_ENSG00000142494_SLC47A1" "chr17" "19687015" "19687547"
"2839" "2506790_ENSG00000142494_SLC47A1" "chr17" "19687632" "19687881"
"2840" "2506791_ENSG00000142494_SLC47A1" "chr17" "19687882" "19688439"
"2841" "2506794_ENSG00000142494_SLC47A1" "chr17" "19689217" "19689607"
"2842" "2506802_ENSG00000142494_SLC47A1" "chr17" "19690896" "19691230"
"2843" "2506804_ENSG00000142494_SLC47A1" "chr17" "19691431" "19691669"
"2844" "2506805_ENSG00000142494_SLC47A1" "chr17" "19691670" "19691935"
"2845" "2506809_ENSG00000142494_SLC47A1" "chr17" "19692253" "19692282"
"2846" "2506816_ENSG00000142494_SLC47A1" "chr17" "19692925" "19693338"
"2847" "2506825_ENSG00000142494_SLC47A1" "chr17" "19694933" "19695962"
"2848" "2506832_ENSG00000142494_SLC47A1" "chr17" "19696850" "19697248"
"2849" "2519303_ENSG00000004139_SARM1" "chr17" "28393539" "28393811"
"2850" "2519305_ENSG00000004139_SARM1" "chr17" "28393975" "28394385"
"2851" "2519306_ENSG00000004139_SARM1" "chr17" "28394386" "28394955"
"2852" "2519310_ENSG00000004139_SARM1" "chr17" "28395324" "28396192"
"2853" "2519311_ENSG00000004139_SARM1" "chr17" "28396193" "28396861"
"2854" "2519315_ENSG00000004139_SARM1" "chr17" "28398033" "28398320"
"2855" "2519318_ENSG00000004139_SARM1" "chr17" "28398615" "28398800"
"2856" "2519343_ENSG00000004139_SARM1" "chr17" "28406649" "28406905"
"2857" "2525138_ENSG00000108582_CPD" "chr17" "30338755" "30339685"
"2858" "2525139_ENSG00000108582_CPD" "chr17" "30339686" "30339860"
"2859" "2525142_ENSG00000108582_CPD" "chr17" "30340502" "30340837"
"2860" "2528613_ENSG00000131242_RAB11FIP4" "chr17" "31486344" "31487356"
"2861" "2528629_ENSG00000131242_RAB11FIP4" "chr17" "31494715" "31495477"
"2862" "2528644_ENSG00000131242_RAB11FIP4" "chr17" "31502355" "31503270"
"2863" "2528660_ENSG00000131242_RAB11FIP4" "chr17" "31506855" "31506916"
"2864" "2528661_ENSG00000131242_RAB11FIP4" "chr17" "31506917" "31507055"
"2865" "2536429_ENSG00000108691_CCL2" "chr17" "34314821" "34315339"
"2866" "2538084_ENSG00000132141_CCT6B" "chr17" "34980276" "34980962"
"2867" "2538101_ENSG00000132141_CCT6B" "chr17" "34986560" "34986848"
"2868" "2538129_ENSG00000132141_CCT6B" "chr17" "34996840" "34997380"
"2869" "2538152_ENSG00000132141_CCT6B" "chr17" "35003553" "35004710"
"2870" "2538154_ENSG00000132141_CCT6B" "chr17" "35005094" "35005204"
"2871" "2538155_ENSG00000132141_CCT6B" "chr17" "35005205" "35006076"
"2872" "2538220_ENSG00000132141_CCT6B" "chr17" "35024804" "35025326"
"2873" "2538237_ENSG00000132141_CCT6B" "chr17" "35029584" "35030246"
"2874" "2538252_ENSG00000132141_CCT6B" "chr17" "35033305" "35033478"
"2875" "2538329_ENSG00000132141_CCT6B" "chr17" "35055156" "35055230"
"2876" "2538332_ENSG00000132141_CCT6B" "chr17" "35055622" "35055862"
"2877" "2538333_ENSG00000132141_CCT6B" "chr17" "35055863" "35056440"
"2878" "2538374_ENSG00000132141_CCT6B" "chr17" "35072506" "35072819"
"2879" "2538410_ENSG00000132141_CCT6B" "chr17" "35085657" "35086260"
"2880" "2538414_ENSG00000132141_CCT6B" "chr17" "35087567" "35089160"
"2881" "254862_ENSG00000188641_DPYD" "chr1" "97384020" "97384751"
"2882" "254871_ENSG00000188641_DPYD" "chr1" "97388152" "97388769"
"2883" "254887_ENSG00000188641_DPYD" "chr1" "97395267" "97396304"
"2884" "2548887_ENSG00000275903_PSMB3" "chr17" "38770712" "38770942"
"2885" "254905_ENSG00000188641_DPYD" "chr1" "97401976" "97402199"
"2886" "2549369_ENSG00000002834_LASP1" "chr17" "38903589" "38904368"
"2887" "2552891_ENSG00000108344_PSMD3" "chr17" "40023386" "40024309"
"2888" "2552897_ENSG00000108344_PSMD3" "chr17" "40025424" "40026043"
"2889" "2552900_ENSG00000108344_PSMD3" "chr17" "40026468" "40026947"
"2890" "2563423_ENSG00000067596_DHX8" "chr17" "43461854" "43462260"
"2891" "2563423_ENSG00000131469_RPL27" "chr17" "43461854" "43462260"
"2892" "2563443_ENSG00000067596_DHX8" "chr17" "43468624" "43469454"
"2893" "2563443_ENSG00000131469_RPL27" "chr17" "43468624" "43469454"
"2894" "2563495_ENSG00000067596_DHX8" "chr17" "43483262" "43483558"
"2895" "2563495_ENSG00000131469_RPL27" "chr17" "43483262" "43483558"
"2896" "2563510_ENSG00000067596_DHX8" "chr17" "43487928" "43488228"
"2897" "2563510_ENSG00000131469_RPL27" "chr17" "43487928" "43488228"
"2898" "2563521_ENSG00000067596_DHX8" "chr17" "43492417" "43492717"
"2899" "2563521_ENSG00000131469_RPL27" "chr17" "43492417" "43492717"
"2900" "2563561_ENSG00000067596_DHX8" "chr17" "43501547" "43501722"
"2901" "2563561_ENSG00000131469_RPL27" "chr17" "43501547" "43501722"
"2902" "2563580_ENSG00000067596_DHX8" "chr17" "43507619" "43508390"
"2903" "2563580_ENSG00000131469_RPL27" "chr17" "43507619" "43508390"
"2904" "2563584_ENSG00000067596_DHX8" "chr17" "43509224" "43509546"
"2905" "2563584_ENSG00000131469_RPL27" "chr17" "43509224" "43509546"
"2906" "2563588_ENSG00000067596_DHX8" "chr17" "43510112" "43510285"
"2907" "2563588_ENSG00000131469_RPL27" "chr17" "43510112" "43510285"
"2908" "2563600_ENSG00000067596_DHX8" "chr17" "43511971" "43512164"
"2909" "2563619_ENSG00000067596_DHX8" "chr17" "43519717" "43520144"
"2910" "2563643_ENSG00000067596_DHX8" "chr17" "43529980" "43531236"
"2911" "2563643_ENSG00000131469_RPL27" "chr17" "43529980" "43531236"
"2912" "2567072_ENSG00000180340_FZD2" "chr17" "44605263" "44605424"
"2913" "2567167_ENSG00000180340_FZD2" "chr17" "44633328" "44633650"
"2914" "2567211_ENSG00000180340_FZD2" "chr17" "44644621" "44645186"
"2915" "2567281_ENSG00000180340_FZD2" "chr17" "44666638" "44667072"
"2916" "2568146_ENSG00000108883_EFTUD2" "chr17" "44922887" "44923287"
"2917" "2576817_ENSG00000173917_HOXB2" "chr17" "47944936" "47945775"
"2918" "2576832_ENSG00000173917_HOXB2" "chr17" "47949639" "47950009"
"2919" "2576835_ENSG00000173917_HOXB2" "chr17" "47951104" "47952736"
"2920" "2576841_ENSG00000173917_HOXB2" "chr17" "47953610" "47954175"
"2921" "2576851_ENSG00000173917_HOXB2" "chr17" "47956665" "47958046"
"2922" "2576986_ENSG00000108439_PNPO" "chr17" "47999911" "48000651"
"2923" "2576994_ENSG00000108465_CDK5RAP3" "chr17" "48002701" "48002932"
"2924" "2579352_ENSG00000136436_CALCOCO2" "chr17" "48853532" "48853699"
"2925" "2579503_ENSG00000159202_UBE2Z" "chr17" "48892620" "48893103"
"2926" "2579636_ENSG00000136436_CALCOCO2" "chr17" "48933645" "48934102"
"2927" "2579696_ENSG00000159202_UBE2Z" "chr17" "48949680" "48949843"
"2928" "2579698_ENSG00000159202_UBE2Z" "chr17" "48949854" "48950142"
"2929" "2579733_ENSG00000136436_CALCOCO2" "chr17" "48957678" "48957967"
"2930" "2585223_ENSG00000141232_TOB1" "chr17" "50834309" "50834665"
"2931" "2585238_ENSG00000141232_TOB1" "chr17" "50838915" "50840007"
"2932" "2585242_ENSG00000141232_TOB1" "chr17" "50841172" "50841687"
"2933" "2585247_ENSG00000141232_TOB1" "chr17" "50842627" "50843110"
"2934" "2585250_ENSG00000141232_TOB1" "chr17" "50843674" "50844353"
"2935" "2585269_ENSG00000141232_TOB1" "chr17" "50853502" "50853902"
"2936" "2586349_ENSG00000011052_NME1-NME2" "chr17" "51209570" "51210064"
"2937" "2586361_ENSG00000011052_NME1-NME2" "chr17" "51213434" "51214411"
"2938" "2586382_ENSG00000011052_NME1-NME2" "chr17" "51221287" "51222072"
"2939" "2586390_ENSG00000011052_NME1-NME2" "chr17" "51224084" "51224710"
"2940" "2586394_ENSG00000011052_NME1-NME2" "chr17" "51225455" "51226016"
"2941" "2586401_ENSG00000011052_NME1-NME2" "chr17" "51227035" "51227511"
"2942" "2586405_ENSG00000011052_NME1-NME2" "chr17" "51229898" "51230170"
"2943" "2586417_ENSG00000011052_NME1-NME2" "chr17" "51233886" "51234014"
"2944" "2586435_ENSG00000011052_NME1-NME2" "chr17" "51239339" "51239905"
"2945" "2586445_ENSG00000011052_NME1-NME2" "chr17" "51242634" "51243633"
"2946" "2586455_ENSG00000011052_NME1-NME2" "chr17" "51245909" "51246877"
"2947" "2586461_ENSG00000011052_NME1-NME2" "chr17" "51247688" "51249170"
"2948" "2586467_ENSG00000011052_NME1-NME2" "chr17" "51250822" "51251489"
"2949" "2586484_ENSG00000011052_NME1-NME2" "chr17" "51255359" "51255811"
"2950" "2586487_ENSG00000011052_NME1-NME2" "chr17" "51256853" "51257464"
"2951" "2586493_ENSG00000011052_NME1-NME2" "chr17" "51261475" "51262321"
"2952" "2586495_ENSG00000011052_NME1-NME2" "chr17" "51262651" "51262742"
"2953" "2586501_ENSG00000011052_NME1-NME2" "chr17" "51264746" "51265326"
"2954" "2586512_ENSG00000011052_NME1-NME2" "chr17" "51268264" "51269062"
"2955" "2586513_ENSG00000011052_NME1-NME2" "chr17" "51269063" "51269395"
"2956" "2586519_ENSG00000011052_NME1-NME2" "chr17" "51271505" "51271905"
"2957" "2586527_ENSG00000011052_NME1-NME2" "chr17" "51273333" "51273472"
"2958" "2586530_ENSG00000011052_NME1-NME2" "chr17" "51274052" "51274412"
"2959" "2586558_ENSG00000011052_NME1-NME2" "chr17" "51285962" "51286618"
"2960" "2586560_ENSG00000011052_NME1-NME2" "chr17" "51286762" "51287091"
"2961" "2586566_ENSG00000011052_NME1-NME2" "chr17" "51290702" "51290894"
"2962" "2586579_ENSG00000011052_NME1-NME2" "chr17" "51293734" "51294757"
"2963" "2586595_ENSG00000011052_NME1-NME2" "chr17" "51298144" "51298978"
"2964" "2586641_ENSG00000011052_NME1-NME2" "chr17" "51312059" "51313096"
"2965" "2602054_ENSG00000153944_MSI2" "chr17" "57666365" "57666717"
"2966" "2605596_ENSG00000108387_SEPT4" "chr17" "58883018" "58883196"
"2967" "2605668_ENSG00000108387_SEPT4" "chr17" "58905523" "58906179"
"2968" "2605739_ENSG00000108387_SEPT4" "chr17" "58930059" "58930171"
"2969" "2605790_ENSG00000108387_SEPT4" "chr17" "58945571" "58946061"
"2970" "2605821_ENSG00000108387_SEPT4" "chr17" "58956707" "58957370"
"2971" "2605848_ENSG00000108387_SEPT4" "chr17" "58967478" "58967866"
"2972" "2605935_ENSG00000108387_SEPT4" "chr17" "58997531" "58998061"
"2973" "2605947_ENSG00000108387_SEPT4" "chr17" "59004520" "59005346"
"2974" "2605957_ENSG00000108387_SEPT4" "chr17" "59009025" "59009365"
"2975" "2605984_ENSG00000108387_SEPT4" "chr17" "59017688" "59017863"
"2976" "2605986_ENSG00000108387_SEPT4" "chr17" "59018680" "59020181"
"2977" "2606011_ENSG00000108387_SEPT4" "chr17" "59029228" "59029674"
"2978" "2606011_ENSG00000108395_TRIM37" "chr17" "59029228" "59029674"
"2979" "2606020_ENSG00000108387_SEPT4" "chr17" "59032318" "59033216"
"2980" "2606024_ENSG00000108387_SEPT4" "chr17" "59033652" "59033893"
"2981" "2606031_ENSG00000108387_SEPT4" "chr17" "59035698" "59035838"
"2982" "2606059_ENSG00000108387_SEPT4" "chr17" "59043707" "59043993"
"2983" "2606067_ENSG00000108387_SEPT4" "chr17" "59045416" "59045589"
"2984" "2606094_ENSG00000108387_SEPT4" "chr17" "59052906" "59053874"
"2985" "2606095_ENSG00000108387_SEPT4" "chr17" "59053875" "59054251"
"2986" "2606115_ENSG00000108387_SEPT4" "chr17" "59059757" "59060052"
"2987" "2606115_ENSG00000108395_TRIM37" "chr17" "59059757" "59060052"
"2988" "2606131_ENSG00000108387_SEPT4" "chr17" "59066126" "59067102"
"2989" "2606142_ENSG00000108387_SEPT4" "chr17" "59071523" "59072503"
"2990" "2606195_ENSG00000108387_SEPT4" "chr17" "59084813" "59085429"
"2991" "2606201_ENSG00000108387_SEPT4" "chr17" "59087533" "59088579"
"2992" "2606228_ENSG00000108387_SEPT4" "chr17" "59096328" "59096502"
"2993" "2606250_ENSG00000108387_SEPT4" "chr17" "59101595" "59101889"
"2994" "2606250_ENSG00000108395_TRIM37" "chr17" "59101595" "59101889"
"2995" "2606262_ENSG00000108387_SEPT4" "chr17" "59105380" "59106079"
"2996" "2606262_ENSG00000108395_TRIM37" "chr17" "59105380" "59106079"
"2997" "2606264_ENSG00000108387_SEPT4" "chr17" "59106542" "59106936"
"2998" "2606267_ENSG00000108387_SEPT4" "chr17" "59108213" "59108841"
"2999" "2620381_ENSG00000007312_CD79B" "chr17" "63991496" "63994911"
"3000" "2620384_ENSG00000007312_CD79B" "chr17" "63995220" "63995285"
"3001" "2620404_ENSG00000007312_CD79B" "chr17" "64001957" "64002962"
"3002" "2623375_ENSG00000120063_GNA13" "chr17" "65039075" "65039184"
"3003" "2643883_ENSG00000133195_SLC39A11" "chr17" "72731790" "72731954"
"3004" "2643899_ENSG00000133195_SLC39A11" "chr17" "72737052" "72737797"
"3005" "2643900_ENSG00000133195_SLC39A11" "chr17" "72737798" "72737971"
"3006" "2643912_ENSG00000133195_SLC39A11" "chr17" "72739540" "72740286"
"3007" "2648726_ENSG00000170412_GPRC5C" "chr17" "74464373" "74464534"
"3008" "2648728_ENSG00000170412_GPRC5C" "chr17" "74464609" "74464815"
"3009" "2648733_ENSG00000170412_GPRC5C" "chr17" "74467457" "74467477"
"3010" "2648738_ENSG00000170412_GPRC5C" "chr17" "74468272" "74468435"
"3011" "2648744_ENSG00000170412_GPRC5C" "chr17" "74469063" "74469600"
"3012" "2649014_ENSG00000167850_CD300C" "chr17" "74558461" "74558678"
"3013" "2649015_ENSG00000170412_GPRC5C" "chr17" "74558679" "74559536"
"3014" "2649018_ENSG00000170412_GPRC5C" "chr17" "74560389" "74560492"
"3015" "2649019_ENSG00000167850_CD300C" "chr17" "74560493" "74561125"
"3016" "2649019_ENSG00000170412_GPRC5C" "chr17" "74560493" "74561125"
"3017" "2650921_ENSG00000125449_ARMC7" "chr17" "75193409" "75193716"
"3018" "2650922_ENSG00000125449_ARMC7" "chr17" "75193717" "75194185"
"3019" "2650928_ENSG00000125449_ARMC7" "chr17" "75195397" "75195571"
"3020" "2650931_ENSG00000125449_ARMC7" "chr17" "75196253" "75196557"
"3021" "2650941_ENSG00000125449_ARMC7" "chr17" "75198448" "75198898"
"3022" "2650963_ENSG00000125449_ARMC7" "chr17" "75203615" "75204104"
"3023" "2650965_ENSG00000125449_ARMC7" "chr17" "75204611" "75204785"
"3024" "2650968_ENSG00000125449_ARMC7" "chr17" "75205088" "75205488"
"3025" "2650979_ENSG00000125449_ARMC7" "chr17" "75207998" "75208211"
"3026" "2650987_ENSG00000125449_ARMC7" "chr17" "75209780" "75210478"
"3027" "2650991_ENSG00000125449_ARMC7" "chr17" "75210939" "75211240"
"3028" "2651007_ENSG00000125449_ARMC7" "chr17" "75215401" "75216265"
"3029" "2651009_ENSG00000125449_ARMC7" "chr17" "75216329" "75216571"
"3030" "2651019_ENSG00000125449_ARMC7" "chr17" "75218818" "75218986"
"3031" "2651021_ENSG00000125449_ARMC7" "chr17" "75219102" "75219339"
"3032" "2651032_ENSG00000125449_ARMC7" "chr17" "75222375" "75222675"
