"geneid" "chr" "left" "right"
"519" "Peak_35799" "chr15" "89883520" "89884940"
"520" "Peak_35804" "chr15" "89892480" "89895150"
"521" "Peak_35806" "chr15" "89910420" "89912190"
"522" "Peak_35807" "chr15" "89911730" "89912770"
"523" "Peak_37768" "chr16" "11327914" "11330054"
"524" "Peak_37818" "chr16" "11608074" "11609944"
"525" "Peak_37820" "chr16" "11610924" "11614744"
"526" "Peak_38111" "chr16" "15829994" "15831674"
"527" "Peak_38991" "chr16" "28524000" "28525560"
"528" "Peak_38992" "chr16" "28531760" "28532740"
"529" "Peak_38993" "chr16" "28533720" "28535790"
"530" "Peak_38994" "chr16" "28542020" "28543990"
"531" "Peak_38995" "chr16" "28549080" "28550830"
"532" "Peak_38996" "chr16" "28553110" "28555400"
"533" "Peak_37149" "chr16" "2904690" "2906510"
"534" "Peak_37153" "chr16" "2910440" "2912400"
"535" "Peak_37154" "chr16" "2912190" "2913230"
"536" "Peak_37155" "chr16" "2915530" "2916900"
"537" "Peak_39072" "chr16" "29172820" "29174430"
"538" "Peak_39074" "chr16" "29178990" "29179630"
"539" "Peak_39077" "chr16" "29185100" "29185700"
"540" "Peak_37156" "chr16" "2919250" "2920260"
"541" "Peak_39078" "chr16" "29199440" "29200260"
"542" "Peak_39206" "chr16" "30020520" "30022450"
"543" "Peak_39208" "chr16" "30040000" "30040810"
"544" "Peak_39211" "chr16" "30052270" "30053340"
"545" "Peak_39219" "chr16" "30076350" "30078550"
"546" "Peak_39250" "chr16" "30307920" "30309800"
"547" "Peak_39302" "chr16" "30584920" "30586560"
"548" "Peak_39383" "chr16" "31072720" "31075720"
"549" "Peak_39385" "chr16" "31093570" "31095780"
"550" "Peak_39386" "chr16" "31095630" "31096660"
"551" "Peak_39387" "chr16" "31105430" "31106480"
"552" "Peak_39388" "chr16" "31107630" "31108970"
"553" "Peak_39390" "chr16" "31112440" "31115280"
"554" "Peak_39393" "chr16" "31116290" "31117850"
"555" "Peak_39394" "chr16" "31117750" "31119960"
"556" "Peak_39395" "chr16" "31127700" "31131160"
"557" "Peak_39396" "chr16" "31133520" "31135530"
"558" "Peak_39429" "chr16" "31265020" "31266150"
"559" "Peak_39434" "chr16" "31333320" "31334850"
"560" "Peak_39435" "chr16" "31344390" "31345650"
"561" "Peak_39436" "chr16" "31346910" "31348660"
"562" "Peak_39437" "chr16" "31347810" "31349540"
"563" "Peak_39439" "chr16" "31349690" "31354160"
"564" "Peak_39440" "chr16" "31353040" "31356630"
"565" "Peak_39443" "chr16" "31358690" "31361930"
"566" "Peak_39444" "chr16" "31364100" "31366990"
"567" "Peak_37237" "chr16" "3242780" "3243650"
"568" "Peak_36762" "chr16" "34780" "35760"
"569" "Peak_37277" "chr16" "3618302" "3619802"
"570" "Peak_36763" "chr16" "37490" "38130"
"571" "Peak_37327" "chr16" "4011162" "4012572"
"572" "Peak_40089" "chr16" "56356160" "56357100"
"573" "Peak_40096" "chr16" "56415220" "56416930"
"574" "Peak_40098" "chr16" "56422940" "56425020"
"575" "Peak_40100" "chr16" "56425120" "56425820"
"576" "Peak_40101" "chr16" "56450310" "56452730"
"577" "Peak_40106" "chr16" "56519380" "56520800"
"578" "Peak_40189" "chr16" "57024360" "57026050"
"579" "Peak_40223" "chr16" "57276010" "57277460"
"580" "Peak_40225" "chr16" "57277550" "57278400"
"581" "Peak_40359" "chr16" "58425240" "58427280"
"582" "Peak_40687" "chr16" "67536520" "67538580"
"583" "Peak_40750" "chr16" "68022300" "68024240"
"584" "Peak_40755" "chr16" "68041390" "68042870"
"585" "Peak_40770" "chr16" "68092910" "68094900"
"586" "Peak_40941" "chr16" "70064770" "70065490"
"587" "Peak_40943" "chr16" "70065580" "70066510"
"588" "Peak_40950" "chr16" "70250950" "70253940"
"589" "Peak_40956" "chr16" "70345590" "70348000"
"590" "Peak_41052" "chr16" "72124490" "72125750"
"591" "Peak_41292" "chr16" "75549580" "75551170"
"592" "Peak_41294" "chr16" "75555400" "75556990"
"593" "Peak_41405" "chr16" "79263170" "79264800"
"594" "Peak_41406" "chr16" "79263720" "79265860"
"595" "Peak_41652" "chr16" "82156190" "82159330"
"596" "Peak_41654" "chr16" "82168870" "82172140"
"597" "Peak_41716" "chr16" "83841960" "83844390"
"598" "Peak_41866" "chr16" "84909330" "84911260"
"599" "Peak_41911" "chr16" "85054520" "85057500"
"600" "Peak_41912" "chr16" "85060730" "85064720"
"601" "Peak_42015" "chr16" "85729030" "85732100"
"602" "Peak_42207" "chr16" "87779680" "87781930"
"603" "Peak_42553" "chr16" "89967210" "89967910"
"604" "Peak_42556" "chr16" "89971780" "89973370"
"605" "Peak_42715" "chr17" "1113842" "1116422"
"606" "Peak_42756" "chr17" "1362282" "1365502"
"607" "Peak_44063" "chr17" "15502348" "15503588"
"608" "Peak_44068" "chr17" "15525498" "15526648"
"609" "Peak_44135" "chr17" "16229017" "16230347"
"610" "Peak_44138" "chr17" "16267307" "16269027"
"611" "Peak_44140" "chr17" "16285247" "16288677"
"612" "Peak_44222" "chr17" "17204737" "17206877"
"613" "Peak_44274" "chr17" "17621187" "17622057"
"614" "Peak_44277" "chr17" "17628627" "17629037"
"615" "Peak_42851" "chr17" "1763272" "1764962"
"616" "Peak_44279" "chr17" "17635707" "17636587"
"617" "Peak_42852" "chr17" "1771002" "1772602"
"618" "Peak_44312" "chr17" "17792657" "17793187"
"619" "Peak_42854" "chr17" "1782152" "1784592"
"620" "Peak_44530" "chr17" "19590377" "19591287"
"621" "HighCoveragePeak_52" "chr17" "19600300" "19602064"
"622" "HighCoveragePeak_53" "chr17" "19604922" "19605588"
"623" "Peak_44533" "chr17" "19610128" "19611978"
"624" "Peak_44536" "chr17" "19647268" "19649818"
"625" "Peak_44908" "chr17" "28403280" "28404100"
"626" "Peak_45200" "chr17" "30336120" "30337790"
"627" "Peak_45203" "chr17" "30339310" "30341210"
"628" "Peak_45208" "chr17" "30353920" "30355620"
"629" "Peak_45350" "chr17" "31487000" "31488410"
"630" "Peak_45354" "chr17" "31491960" "31495200"
"631" "Peak_45356" "chr17" "31508020" "31509710"
"632" "Peak_45580" "chr17" "34313450" "34315630"
"633" "Peak_45623" "chr17" "34979580" "34982220"
"634" "Peak_45629" "chr17" "35021970" "35023770"
"635" "Peak_45630" "chr17" "35028260" "35029240"
"636" "Peak_45632" "chr17" "35050430" "35053040"
"637" "Peak_45637" "chr17" "35072080" "35074130"
"638" "Peak_45640" "chr17" "35087190" "35089130"
"639" "Peak_46005" "chr17" "38899980" "38902420"
"640" "Peak_43084" "chr17" "3914632" "3917892"
"641" "Peak_42620" "chr17" "394352" "396082"
"642" "Peak_46633" "chr17" "43456810" "43457280"
"643" "Peak_46638" "chr17" "43482960" "43485170"
"644" "Peak_46822" "chr17" "44609830" "44611030"
"645" "Peak_46824" "chr17" "44628420" "44629250"
"646" "Peak_46825" "chr17" "44636340" "44637190"
"647" "Peak_46829" "chr17" "44656180" "44656770"
"648" "Peak_46856" "chr17" "44919520" "44920960"
"649" "Peak_43205" "chr17" "4763662" "4765342"
"650" "Peak_43206" "chr17" "4765492" "4768142"
"651" "Peak_43207" "chr17" "4767082" "4769662"
"652" "Peak_43208" "chr17" "4768772" "4770662"
"653" "Peak_43209" "chr17" "4769932" "4771452"
"654" "Peak_47192" "chr17" "47945440" "47947020"
"655" "Peak_47193" "chr17" "47946420" "47947920"
"656" "Peak_47194" "chr17" "47948710" "47950190"
"657" "Peak_47201" "chr17" "47999500" "48000240"
"658" "Peak_47203" "chr17" "48001560" "48004100"
"659" "Peak_47315" "chr17" "48851490" "48852870"
"660" "Peak_47320" "chr17" "48891340" "48893850"
"661" "Peak_47326" "chr17" "48943840" "48945850"
"662" "Peak_47592" "chr17" "50848350" "50849320"
"663" "Peak_47594" "chr17" "50854100" "50855220"
"664" "Peak_47665" "chr17" "51237700" "51239350"
"665" "Peak_47666" "chr17" "51257690" "51259870"
"666" "Peak_47669" "chr17" "51261310" "51262700"
"667" "Peak_42650" "chr17" "559322" "561842"
"668" "Peak_42653" "chr17" "569462" "570972"
"669" "Peak_47902" "chr17" "57662320" "57663580"
"670" "Peak_48079" "chr17" "58944410" "58945370"
"671" "Peak_48083" "chr17" "58953650" "58955470"
"672" "Peak_48085" "chr17" "58970950" "58971830"
"673" "Peak_48089" "chr17" "58996310" "58998220"
"674" "Peak_48090" "chr17" "58997860" "58999720"
"675" "Peak_48093" "chr17" "59004310" "59005690"
"676" "Peak_48095" "chr17" "59105520" "59107940"
"677" "Peak_48550" "chr17" "63990040" "63991360"
"678" "Peak_48553" "chr17" "63997610" "63999040"
"679" "Peak_48554" "chr17" "64001300" "64002600"
"680" "Peak_43410" "chr17" "7111992" "7114772"
"681" "Peak_43411" "chr17" "7112602" "7116622"
"682" "Peak_43420" "chr17" "7130082" "7134292"
"683" "Peak_42677" "chr17" "731942" "732762"
"684" "Peak_49445" "chr17" "74462044" "74465204"
"685" "Peak_49448" "chr17" "74467354" "74468524"
"686" "Peak_49477" "chr17" "74557764" "74559364"
"687" "Peak_49651" "chr17" "75201130" "75202670"
"688" "Peak_49652" "chr17" "75204650" "75206590"
"689" "Peak_49653" "chr17" "75227660" "75229610"
"690" "Peak_49680" "chr17" "75299930" "75302480"
"691" "Peak_49683" "chr17" "75307070" "75308930"
"692" "Peak_49684" "chr17" "75307570" "75311100"
"693" "Peak_49687" "chr17" "75311810" "75314690"
"694" "Peak_49691" "chr17" "75316900" "75319210"
"695" "Peak_49692" "chr17" "75322120" "75324600"
"696" "Peak_49693" "chr17" "75325290" "75326660"
"697" "Peak_49694" "chr17" "75326150" "75328100"
"698" "Peak_49695" "chr17" "75334830" "75339510"
"699" "Peak_49701" "chr17" "75343640" "75348420"
"700" "Peak_49702" "chr17" "75346070" "75351030"
"701" "Peak_49703" "chr17" "75351380" "75353330"
"702" "Peak_49708" "chr17" "75367640" "75373900"
"703" "Peak_49716" "chr17" "75411820" "75413500"
"704" "Peak_43520" "chr17" "7561552" "7562492"
"705" "Peak_43521" "chr17" "7571892" "7574172"
"706" "Peak_49921" "chr17" "76556280" "76559310"
"707" "Peak_49942" "chr17" "76659600" "76660800"
"708" "Peak_50458" "chr17" "80146680" "80148130"
"709" "Peak_50459" "chr17" "80151770" "80152720"
"710" "Peak_50560" "chr17" "81034740" "81036020"
"711" "Peak_50563" "chr17" "81048980" "81051270"
"712" "Peak_50604" "chr17" "81272670" "81273480"
"713" "Peak_50775" "chr17" "82097210" "82097680"
"714" "Peak_50777" "chr17" "82097790" "82099830"
"715" "Peak_50778" "chr17" "82105850" "82107620"
"716" "Peak_50785" "chr17" "82205280" "82206900"
"717" "Peak_50791" "chr17" "82222320" "82223650"
"718" "Peak_50897" "chr17" "82586780" "82587830"
"719" "Peak_43682" "chr17" "8409852" "8411612"
"720" "Peak_43684" "chr17" "8412342" "8414632"
"721" "Peak_51760" "chr18" "10214173" "10216453"
"722" "Peak_52327" "chr18" "24137752" "24139782"
"723" "Peak_51250" "chr18" "3244974" "3249884"
"724" "Peak_52997" "chr18" "46290650" "46292170"
"725" "Peak_51076" "chr18" "469660" "472310"
"726" "Peak_53638" "chr18" "59308580" "59309060"
"727" "Peak_53751" "chr18" "62281090" "62282990"
"728" "Peak_53958" "chr18" "63830120" "63832290"
"729" "Peak_54505" "chr18" "79421690" "79422650"
"730" "Peak_54530" "chr18" "79811840" "79812440"
"731" "Peak_54531" "chr18" "79818950" "79821020"
"732" "Peak_51595" "chr18" "9487983" "9489733"
"733" "Peak_51598" "chr18" "9529973" "9531573"
"734" "Peak_51600" "chr18" "9562103" "9564183"
"735" "Peak_51601" "chr18" "9574933" "9576483"
"736" "Peak_51610" "chr18" "9619403" "9620343"
"737" "Peak_51611" "chr18" "9629143" "9630783"
"738" "Peak_51710" "chr18" "9951533" "9958303"
"739" "Peak_51712" "chr18" "9958443" "9961683"
"740" "Peak_56342" "chr19" "12890129" "12891869"
"741" "Peak_56619" "chr19" "14542139" "14543289"
"742" "Peak_56805" "chr19" "16078209" "16080199"
"743" "Peak_56806" "chr19" "16079749" "16081579"
"744" "Peak_56968" "chr19" "16953759" "16955229"
"745" "Peak_56969" "chr19" "16954849" "16956059"
"746" "Peak_56970" "chr19" "16957039" "16960069"
"747" "Peak_57027" "chr19" "17225449" "17226999"
"748" "Peak_57291" "chr19" "18364489" "18365549"
"749" "Peak_57366" "chr19" "18588949" "18590369"
"750" "Peak_54917" "chr19" "2074972" "2084812"
"751" "Peak_54918" "chr19" "2084542" "2087102"
"752" "Peak_57570" "chr19" "21567809" "21570109"
"753" "Peak_57574" "chr19" "21593039" "21596019"
"754" "Peak_57576" "chr19" "21596149" "21596609"
"755" "Peak_55059" "chr19" "2722922" "2723382"
"756" "Peak_55096" "chr19" "3093882" "3094622"
"757" "Peak_57717" "chr19" "31311580" "31312730"
"758" "Peak_55112" "chr19" "3153382" "3158902"
"759" "Peak_57946" "chr19" "35174630" "35177020"
"760" "Peak_58084" "chr19" "36053610" "36055550"
"761" "Peak_58085" "chr19" "36114290" "36116300"
"762" "Peak_58086" "chr19" "36127250" "36128840"
"763" "Peak_58173" "chr19" "38263350" "38264560"
"764" "Peak_58215" "chr19" "38636600" "38637380"
"765" "Peak_58250" "chr19" "38829000" "38831180"
"766" "Peak_58251" "chr19" "38829480" "38832990"
"767" "Peak_58252" "chr19" "38846930" "38849860"
"768" "Peak_58253" "chr19" "38849790" "38853600"
"769" "Peak_58254" "chr19" "38857000" "38858080"
"770" "Peak_58301" "chr19" "39425140" "39435550"
"771" "Peak_58302" "chr19" "39431390" "39436880"
"772" "Peak_58303" "chr19" "39440000" "39441340"
"773" "Peak_58305" "chr19" "39444270" "39447390"
"774" "Peak_58447" "chr19" "40609290" "40611210"
"775" "Peak_58449" "chr19" "40613030" "40614960"
"776" "Peak_58504" "chr19" "41175800" "41176860"
"777" "Peak_59115" "chr19" "45558110" "45559160"
"778" "Peak_59305" "chr19" "46753594" "46755144"
"779" "Peak_59317" "chr19" "46819694" "46820254"
"780" "Peak_59319" "chr19" "46821624" "46822094"
"781" "Peak_59493" "chr19" "48203204" "48204964"
"782" "Peak_59494" "chr19" "48206344" "48207324"
"783" "Peak_59616" "chr19" "48838324" "48839474"
"784" "Peak_59619" "chr19" "48858564" "48860074"
"785" "Peak_59687" "chr19" "49204684" "49206274"
"786" "Peak_59720" "chr19" "49452324" "49454394"
"787" "Peak_59721" "chr19" "49468694" "49470404"
"788" "Peak_55402" "chr19" "4950972" "4951942"
"789" "Peak_59791" "chr19" "49816734" "49819134"
"790" "Peak_59869" "chr19" "50339910" "50342650"
"791" "Peak_59870" "chr19" "50341790" "50343300"
"792" "Peak_59871" "chr19" "50343930" "50346080"
"793" "Peak_59872" "chr19" "50347010" "50347790"
"794" "Peak_59954" "chr19" "51127010" "51128980"
"795" "Peak_59956" "chr19" "51130520" "51131940"
"796" "Peak_60019" "chr19" "51426670" "51428080"
"797" "Peak_60020" "chr19" "51430000" "51430990"
"798" "Peak_60021" "chr19" "51430500" "51432950"
"799" "Peak_60022" "chr19" "51431470" "51434520"
"800" "Peak_60023" "chr19" "51433430" "51435360"
"801" "Peak_60027" "chr19" "51441320" "51442330"
"802" "Peak_60096" "chr19" "51750270" "51753040"
"803" "Peak_60097" "chr19" "51753310" "51755680"
"804" "Peak_60098" "chr19" "51754550" "51755990"
"805" "Peak_60124" "chr19" "51805090" "51807160"
"806" "Peak_60129" "chr19" "51810440" "51812790"
"807" "Peak_60130" "chr19" "51814350" "51816480"
"808" "Peak_60137" "chr19" "51904040" "51905650"
"809" "Peak_60154" "chr19" "52335970" "52336670"
"810" "Peak_60266" "chr19" "54047260" "54048580"
"811" "Peak_60268" "chr19" "54048650" "54050320"
"812" "Peak_60292" "chr19" "54198950" "54202230"
"813" "Peak_60296" "chr19" "54207060" "54212120"
"814" "Peak_60318" "chr19" "54301250" "54304050"
"815" "Peak_60319" "chr19" "54302880" "54305040"
"816" "Peak_60383" "chr19" "54571780" "54574050"
"817" "Peak_60386" "chr19" "54592690" "54594690"
"818" "Peak_60685" "chr19" "57350270" "57352110"
"819" "Peak_54617" "chr19" "662562" "664972"
"820" "Peak_54618" "chr19" "663762" "665632"
"821" "Peak_55674" "chr19" "7480452" "7481532"
"822" "Peak_55675" "chr19" "7487952" "7490772"
"823" "Peak_55677" "chr19" "7490902" "7493352"
"824" "Peak_55722" "chr19" "7698712" "7700252"
"825" "Peak_55727" "chr19" "7713992" "7715262"
"826" "Peak_55729" "chr19" "7728622" "7729882"
"827" "Peak_55812" "chr19" "8486652" "8488682"
"828" "Peak_55815" "chr19" "8493582" "8495052"
"829" "Peak_60859" "chr1" "1069570" "1070660"
"830" "Peak_60861" "chr1" "1079920" "1080620"
"831" "Peak_68595" "chr1" "108049186" "108051406"
"832" "Peak_68715" "chr1" "109163216" "109164156"
"833" "Peak_68720" "chr1" "109184336" "109186036"
"834" "Peak_68777" "chr1" "109549306" "109558396"
"835" "Peak_68779" "chr1" "109560036" "109564236"
"836" "Peak_68780" "chr1" "109567106" "109571936"
"837" "Peak_68781" "chr1" "109572396" "109575666"
"838" "Peak_68792" "chr1" "109631486" "109635256"
"839" "Peak_68796" "chr1" "109642926" "109643926"
"840" "Peak_68904" "chr1" "110307636" "110308286"
"841" "Peak_68910" "chr1" "110336946" "110340496"
"842" "Peak_68914" "chr1" "110380136" "110381746"
"843" "Peak_69023" "chr1" "111190566" "111191716"
"844" "Peak_69024" "chr1" "111192566" "111194216"
"845" "Peak_69254" "chr1" "113927586" "113933286"
"846" "Peak_69261" "chr1" "113938886" "113942746"
"847" "Peak_69262" "chr1" "113940956" "113944406"
"848" "Peak_69264" "chr1" "113950466" "113954046"
"849" "Peak_69266" "chr1" "113974516" "113976716"
"850" "Peak_69416" "chr1" "115917936" "115919106"
"851" "Peak_60870" "chr1" "1188560" "1189750"
"852" "Peak_61818" "chr1" "11985437" "11986717"
"853" "Peak_70451" "chr1" "150089410" "150090620"
"854" "Peak_70455" "chr1" "150109070" "150110850"
"855" "Peak_70456" "chr1" "150141030" "150142160"
"856" "Peak_70519" "chr1" "150567130" "150575570"
"857" "Peak_70528" "chr1" "150609090" "150614620"
"858" "Peak_70533" "chr1" "150620230" "150622680"
"859" "Peak_70541" "chr1" "150696950" "150698520"
"860" "Peak_62025" "chr1" "15230767" "15232177"
"861" "Peak_62026" "chr1" "15232077" "15233137"
"862" "Peak_70922" "chr1" "153789990" "153792740"
"863" "Peak_70926" "chr1" "153804600" "153806410"
"864" "Peak_70927" "chr1" "153806340" "153807830"
"865" "Peak_70933" "chr1" "153848600" "153850260"
"866" "Peak_70935" "chr1" "153853530" "153855590"
"867" "Peak_70936" "chr1" "153872120" "153873070"
"868" "Peak_70938" "chr1" "153880260" "153882800"
"869" "Peak_70945" "chr1" "153922820" "153924540"
"870" "Peak_71161" "chr1" "155206350" "155211340"
"871" "Peak_71164" "chr1" "155219140" "155221630"
"872" "Peak_71165" "chr1" "155222640" "155224280"
"873" "Peak_71166" "chr1" "155223440" "155225640"
"874" "Peak_71167" "chr1" "155225850" "155228810"
"875" "Peak_71226" "chr1" "155744950" "155746410"
"876" "Peak_71228" "chr1" "155763590" "155765000"
"877" "Peak_71235" "chr1" "155856290" "155858910"
"878" "Peak_71319" "chr1" "156245330" "156246940"
"879" "Peak_71320" "chr1" "156275910" "156277210"
"880" "Peak_71324" "chr1" "156281960" "156284420"
"881" "Peak_71327" "chr1" "156295190" "156296150"
"882" "Peak_71330" "chr1" "156337030" "156339740"
"883" "Peak_71641" "chr1" "158429880" "158431170"
"884" "Peak_71643" "chr1" "158434260" "158435650"
"885" "Peak_71644" "chr1" "158440260" "158441560"
"886" "Peak_71646" "chr1" "158457070" "158458300"
"887" "Peak_71823" "chr1" "160009060" "160009650"
"888" "Peak_71827" "chr1" "160030170" "160032590"
"889" "Peak_71855" "chr1" "160162510" "160163900"
"890" "Peak_71937" "chr1" "160681800" "160683670"
"891" "Peak_72006" "chr1" "160981700" "160982700"
"892" "Peak_72007" "chr1" "160990020" "160991240"
"893" "Peak_72009" "chr1" "160996650" "160997910"
"894" "Peak_72044" "chr1" "161131890" "161134050"
"895" "Peak_72046" "chr1" "161137490" "161138800"
"896" "Peak_72048" "chr1" "161138860" "161140730"
"897" "Peak_72052" "chr1" "161164880" "161167700"
"898" "Peak_72053" "chr1" "161176430" "161178450"
"899" "Peak_72064" "chr1" "161215860" "161220830"
"900" "Peak_72145" "chr1" "161621410" "161622050"
"901" "Peak_72148" "chr1" "161625960" "161626880"
"902" "Peak_72163" "chr1" "161706610" "161707940"
"903" "Peak_62214" "chr1" "16370917" "16372267"
"904" "Peak_62225" "chr1" "16439817" "16442317"
"905" "Peak_62227" "chr1" "16443517" "16445137"
"906" "Peak_72504" "chr1" "167697800" "167698460"
"907" "Peak_72505" "chr1" "167708450" "167710190"
"908" "Peak_72506" "chr1" "167713080" "167714280"
"909" "Peak_72514" "chr1" "167752470" "167753690"
"910" "Peak_72617" "chr1" "169161100" "169162140"
"911" "Peak_72618" "chr1" "169217750" "169218290"
"912" "Peak_72694" "chr1" "170562260" "170563820"
"913" "Peak_62309" "chr1" "17065497" "17068277"
"914" "Peak_73327" "chr1" "181043620" "181045410"
"915" "Peak_73640" "chr1" "184786080" "184787300"
"916" "Peak_73642" "chr1" "184791760" "184793890"
"917" "Peak_73644" "chr1" "184805530" "184807240"
"918" "Peak_62478" "chr1" "19311937" "19314287"
"919" "Peak_62484" "chr1" "19345757" "19347627"
"920" "Peak_62485" "chr1" "19346597" "19348507"
"921" "Peak_74398" "chr1" "200737830" "200739380"
"922" "Peak_74463" "chr1" "201468810" "201469660"
"923" "Peak_74466" "chr1" "201479800" "201481770"
"924" "Peak_74689" "chr1" "203100630" "203101150"
"925" "Peak_74694" "chr1" "203125540" "203127180"
"926" "Peak_74696" "chr1" "203129390" "203130370"
"927" "Peak_74698" "chr1" "203135640" "203136760"
"928" "Peak_74726" "chr1" "203277400" "203279290"
"929" "Peak_74727" "chr1" "203284110" "203286320"
"930" "Peak_74728" "chr1" "203284980" "203288680"
"931" "Peak_74729" "chr1" "203288470" "203291380"
"932" "Peak_74731" "chr1" "203302950" "203306290"
"933" "Peak_62594" "chr1" "20597157" "20598537"
"934" "Peak_62596" "chr1" "20603207" "20605477"
"935" "Peak_62597" "chr1" "20604977" "20606667"
"936" "Peak_62598" "chr1" "20632717" "20633667"
"937" "Peak_62600" "chr1" "20633737" "20634217"
"938" "Peak_75313" "chr1" "207024560" "207026210"
"939" "Peak_75316" "chr1" "207034470" "207035890"
"940" "Peak_75317" "chr1" "207049180" "207051350"
"941" "Peak_75322" "chr1" "207068580" "207070010"
"942" "Peak_75422" "chr1" "207796740" "207798310"
"943" "Peak_75426" "chr1" "207807320" "207808140"
"944" "Peak_75433" "chr1" "207821790" "207825190"
"945" "Peak_75434" "chr1" "207824930" "207827010"
"946" "Peak_75436" "chr1" "207827150" "207829970"
"947" "Peak_75437" "chr1" "207831210" "207833260"
"948" "Peak_75441" "chr1" "207843730" "207845920"
"949" "Peak_75602" "chr1" "209822490" "209824170"
"950" "Peak_60999" "chr1" "2126420" "2127730"
"951" "Peak_75876" "chr1" "212819010" "212820750"
"952" "Peak_62775" "chr1" "22030447" "22032667"
"953" "Peak_62776" "chr1" "22037237" "22038187"
"954" "Peak_62779" "chr1" "22039467" "22041257"
"955" "Peak_76086" "chr1" "220732510" "220734120"
"956" "Peak_76087" "chr1" "220747910" "220748720"
"957" "Peak_62798" "chr1" "22103967" "22105727"
"958" "Peak_76258" "chr1" "221987430" "221988970"
"959" "Peak_76260" "chr1" "221993550" "221995240"
"960" "Peak_76264" "chr1" "222048320" "222048630"
"961" "Peak_76308" "chr1" "223174630" "223177740"
"962" "Peak_76309" "chr1" "223176250" "223178860"
"963" "Peak_76311" "chr1" "223182470" "223184340"
"964" "Peak_76313" "chr1" "223190110" "223191210"
"965" "Peak_76542" "chr1" "225778670" "225782030"
"966" "Peak_76545" "chr1" "225809720" "225810280"
"967" "Peak_76547" "chr1" "225813130" "225814490"
"968" "Peak_76735" "chr1" "228137920" "228139600"
"969" "Peak_76738" "chr1" "228163870" "228168510"
"970" "Peak_76739" "chr1" "228168630" "228170080"
"971" "Peak_76745" "chr1" "228212990" "228214140"
"972" "Peak_76748" "chr1" "228227970" "228229370"
"973" "Peak_76917" "chr1" "229273100" "229274470"
"974" "Peak_62861" "chr1" "23100567" "23103917"
"975" "Peak_62865" "chr1" "23114547" "23115837"
"976" "Peak_62870" "chr1" "23167357" "23168187"
"977" "Peak_77195" "chr1" "232610070" "232612290"
"978" "Peak_77341" "chr1" "234579420" "234580440"
"979" "Peak_77513" "chr1" "235251940" "235255720"
"980" "Peak_77514" "chr1" "235270430" "235271460"
"981" "Peak_77515" "chr1" "235274700" "235276160"
"982" "Peak_77516" "chr1" "235291510" "235293950"
"983" "Peak_77517" "chr1" "235304580" "235306090"
"984" "Peak_77521" "chr1" "235324440" "235326270"
"985" "Peak_77523" "chr1" "235326350" "235327830"
"986" "Peak_77524" "chr1" "235327540" "235331520"
"987" "Peak_77525" "chr1" "235329450" "235332510"
"988" "Peak_77527" "chr1" "235366490" "235368600"
"989" "Peak_77529" "chr1" "235416670" "235418210"
"990" "Peak_62988" "chr1" "23894637" "23898167"
"991" "Peak_62989" "chr1" "23898057" "23901397"
"992" "Peak_62990" "chr1" "23902597" "23903387"
"993" "Peak_62995" "chr1" "23909647" "23912037"
"994" "Peak_77847" "chr1" "243288690" "243290300"
"995" "Peak_77849" "chr1" "243312300" "243314040"
"996" "Peak_77963" "chr1" "244321980" "244324650"
"997" "Peak_77964" "chr1" "244323700" "244326390"
"998" "Peak_63108" "chr1" "24805347" "24806497"
"999" "Peak_63154" "chr1" "25006350" "25008150"
"1000" "Peak_63155" "chr1" "25007990" "25008840"
"1001" "Peak_63157" "chr1" "25010180" "25012330"
"1002" "Peak_63158" "chr1" "25011600" "25012820"
"1003" "Peak_63337" "chr1" "26287650" "26291090"
"1004" "Peak_63341" "chr1" "26304650" "26308310"
"1005" "Peak_63342" "chr1" "26307600" "26309740"
"1006" "Peak_63343" "chr1" "26314180" "26317270"
"1007" "Peak_63346" "chr1" "26318060" "26319600"
"1008" "Peak_63348" "chr1" "26320670" "26322320"
"1009" "Peak_63350" "chr1" "26335820" "26336760"
"1010" "Peak_63664" "chr1" "27913620" "27915770"
"1011" "Peak_63665" "chr1" "27931310" "27932550"
"1012" "Peak_63668" "chr1" "27939910" "27943170"
"1013" "Peak_63669" "chr1" "27940720" "27944980"
"1014" "Peak_63767" "chr1" "28425980" "28428900"
"1015" "Peak_63982" "chr1" "31295610" "31298660"
"1016" "Peak_63986" "chr1" "31372980" "31374020"
"1017" "Peak_63988" "chr1" "31387290" "31387980"
"1018" "Peak_63989" "chr1" "31394360" "31395430"
"1019" "Peak_63991" "chr1" "31400020" "31401020"
"1020" "Peak_64259" "chr1" "33126350" "33128620"
"1021" "Peak_64605" "chr1" "37793804" "37794344"
"1022" "Peak_64615" "chr1" "37825014" "37826544"
"1023" "Peak_64617" "chr1" "37845374" "37846824"
"1024" "Peak_64620" "chr1" "37848924" "37851004"
"1025" "Peak_64622" "chr1" "37858174" "37860894"
"1026" "Peak_64627" "chr1" "37901114" "37902104"
"1027" "Peak_65004" "chr1" "40955714" "40957074"
"1028" "Peak_65211" "chr1" "42845294" "42847774"
"1029" "Peak_65332" "chr1" "43990634" "43992494"
"1030" "Peak_66057" "chr1" "54372260" "54373570"
"1031" "Peak_66068" "chr1" "54416970" "54417860"
"1032" "Peak_66090" "chr1" "54567960" "54568350"
"1033" "Peak_66092" "chr1" "54615920" "54616400"
"1034" "Peak_66770" "chr1" "65429230" "65431230"
