"geneid" "chr" "left" "right"
"1259" "ENSG00000196502_SULT1A1" "chr16" "28605196" "28623625"
"1260" "ENSG00000103126_AXIN1" "chr16" "287440" "352673"
"1261" "ENSG00000162076_FLYWCH2" "chr16" "2883186" "2899382"
"1262" "ENSG00000178952_TUFM" "chr16" "28842411" "28846408"
"1263" "ENSG00000176953_NFATC2IP" "chr16" "28950807" "28967097"
"1264" "ENSG00000169682_SPNS1" "chr16" "28974221" "28984548"
"1265" "ENSG00000162073_PAQR4" "chr16" "2969245" "2973489"
"1266" "ENSG00000185905_C16orf54" "chr16" "29742463" "29746006"
"1267" "ENSG00000169592_INO80E" "chr16" "29995294" "30005793"
"1268" "ENSG00000102886_GDPD3" "chr16" "30104810" "30113856"
"1269" "ENSG00000102882_MAPK3" "chr16" "30114105" "30123506"
"1270" "ENSG00000198064_NPIPB13" "chr16" "30222937" "30254510"
"1271" "ENSG00000169217_CD2BP2" "chr16" "30350766" "30355361"
"1272" "ENSG00000169221_TBC1D10B" "chr16" "30357102" "30370264"
"1273" "ENSG00000156853_ZNF689" "chr16" "30602558" "30624012"
"1274" "ENSG00000196118_CCDC189" "chr16" "30757423" "30762710"
"1275" "ENSG00000103549_RNF40" "chr16" "30761745" "30776307"
"1276" "ENSG00000099377_HSD3B7" "chr16" "30985207" "30989152"
"1277" "ENSG00000167394_ZNF668" "chr16" "31060843" "31074320"
"1278" "ENSG00000255439_AC135050.2" "chr16" "31083439" "31094956"
"1279" "ENSG00000167397_VKORC1" "chr16" "31090842" "31095980"
"1280" "ENSG00000103507_BCKDK" "chr16" "31106107" "31112791"
"1281" "ENSG00000103510_KAT8" "chr16" "31115754" "31131393"
"1282" "ENSG00000169896_ITGAM" "chr16" "31259967" "31332892"
"1283" "ENSG00000140678_ITGAX" "chr16" "31355134" "31382997"
"1284" "ENSG00000010539_ZNF200" "chr16" "3222325" "3236221"
"1285" "ENSG00000140993_TIGD7" "chr16" "3298832" "3305729"
"1286" "ENSG00000162086_ZNF75A" "chr16" "3305406" "3318852"
"1287" "ENSG00000167981_ZNF597" "chr16" "3432422" "3443553"
"1288" "ENSG00000122390_NAA60" "chr16" "3443611" "3486963"
"1289" "ENSG00000103351_CLUAP1" "chr16" "3500924" "3539048"
"1290" "ENSG00000126602_TRAP1" "chr16" "3651639" "3717597"
"1291" "ENSG00000086504_MRPL28" "chr16" "366969" "371289"
"1292" "ENSG00000129925_TMEM8A" "chr16" "370773" "387113"
"1293" "ENSG00000162104_ADCY9" "chr16" "3953387" "4116185"
"1294" "ENSG00000103202_NME4" "chr16" "396725" "410367"
"1295" "ENSG00000090565_RAB11FIP3" "chr16" "425619" "523011"
"1296" "ENSG00000103426_CORO7-PAM16" "chr16" "4340251" "4420494"
"1297" "ENSG00000262246_CORO7" "chr16" "4354542" "4425705"
"1298" "ENSG00000153406_NMRAL1" "chr16" "4461680" "4495763"
"1299" "ENSG00000102858_MGRN1" "chr16" "4616493" "4690974"
"1300" "ENSG00000161980_POLR3K" "chr16" "46407" "53628"
"1301" "ENSG00000166123_GPT2" "chr16" "46884378" "46931297"
"1302" "ENSG00000102893_PHKB" "chr16" "47461123" "47701523"
"1303" "ENSG00000103199_ZNF500" "chr16" "4748239" "4767624"
"1304" "ENSG00000067836_ROGDI" "chr16" "4796968" "4802950"
"1305" "ENSG00000102910_LONP2" "chr16" "48244296" "48363122"
"1306" "ENSG00000118900_UBN1" "chr16" "4846665" "4882360"
"1307" "ENSG00000155393_HEATR3" "chr16" "50065941" "50106387"
"1308" "ENSG00000103174_NAGPA" "chr16" "5024844" "5034141"
"1309" "ENSG00000166164_BRD7" "chr16" "50313487" "50368934"
"1310" "ENSG00000167208_SNX20" "chr16" "50666300" "50681353"
"1311" "ENSG00000118894_EEF2KMT" "chr16" "5084304" "5097808"
"1312" "ENSG00000161981_SNRNP25" "chr16" "53010" "57669"
"1313" "ENSG00000177200_CHD9" "chr16" "53055033" "53329150"
"1314" "ENSG00000103479_RBL2" "chr16" "53433977" "53491649"
"1315" "ENSG00000166971_AKTIP" "chr16" "53491040" "53504411"
"1316" "ENSG00000140718_FTO" "chr16" "53701692" "54158512"
"1317" "ENSG00000087253_LPCAT2" "chr16" "55508998" "55586670"
"1318" "ENSG00000198848_CES1" "chr16" "55802851" "55833337"
"1319" "ENSG00000159461_AMFR" "chr16" "56361452" "56425538"
"1320" "ENSG00000087263_OGFOD1" "chr16" "56451490" "56479100"
"1321" "ENSG00000125124_BBS2" "chr16" "56466836" "56520283"
"1322" "ENSG00000125148_MT2A" "chr16" "56608199" "56609497"
"1323" "ENSG00000169715_MT1E" "chr16" "56625475" "56627112"
"1324" "ENSG00000205362_MT1A" "chr16" "56638666" "56640087"
"1325" "ENSG00000198417_MT1F" "chr16" "56657694" "56660698"
"1326" "ENSG00000205358_MT1H" "chr16" "56669814" "56671129"
"1327" "ENSG00000187193_MT1X" "chr16" "56682424" "56684196"
"1328" "ENSG00000087237_CETP" "chr16" "56961850" "56983845"
"1329" "ENSG00000140853_NLRC5" "chr16" "56989485" "57083531"
"1330" "ENSG00000159579_RSPRY1" "chr16" "57186137" "57240475"
"1331" "ENSG00000102931_ARL2BP" "chr16" "57245098" "57253635"
"1332" "ENSG00000088682_COQ9" "chr16" "57447425" "57461275"
"1333" "ENSG00000102978_POLR2C" "chr16" "57462387" "57472010"
"1334" "ENSG00000159618_ADGRG5" "chr16" "57542421" "57591681"
"1335" "ENSG00000166188_ZNF319" "chr16" "57994668" "58000453"
"1336" "ENSG00000070761_CFAP20" "chr16" "58113588" "58129450"
"1337" "ENSG00000181938_GINS3" "chr16" "58295080" "58406144"
"1338" "ENSG00000125107_CNOT1" "chr16" "58519951" "58629886"
"1339" "ENSG00000103042_SLC38A7" "chr16" "58665109" "58685104"
"1340" "ENSG00000125166_GOT2" "chr16" "58707131" "58734357"
"1341" "ENSG00000197562_RAB40C" "chr16" "589357" "629272"
"1342" "ENSG00000130731_METTL26" "chr16" "634427" "636366"
"1343" "ENSG00000161996_WDR90" "chr16" "649311" "667833"
"1344" "ENSG00000166548_TK2" "chr16" "66508003" "66552544"
"1345" "ENSG00000089505_CMTM1" "chr16" "66566393" "66579137"
"1346" "ENSG00000140931_CMTM3" "chr16" "66603874" "66613892"
"1347" "ENSG00000125149_C16orf70" "chr16" "67109958" "67148539"
"1348" "ENSG00000102871_TRADD" "chr16" "67154180" "67160298"
"1349" "ENSG00000205250_E2F4" "chr16" "67192169" "67198918"
"1350" "ENSG00000102890_ELMO3" "chr16" "67199111" "67204029"
"1351" "ENSG00000125122_LRRC29" "chr16" "67207139" "67227048"
"1352" "ENSG00000135723_FHOD1" "chr16" "67229387" "67247658"
"1353" "ENSG00000159713_TPPP3" "chr16" "67389809" "67393535"
"1354" "ENSG00000159714_ZDHHC1" "chr16" "67394152" "67416833"
"1355" "ENSG00000159720_ATP6V0D1" "chr16" "67438014" "67481237"
"1356" "ENSG00000159723_AGRP" "chr16" "67482571" "67483813"
"1357" "ENSG00000102977_ACD" "chr16" "67657512" "67660815"
"1358" "ENSG00000102981_PARD6A" "chr16" "67660946" "67662778"
"1359" "ENSG00000159761_C16orf86" "chr16" "67666816" "67668758"
"1360" "ENSG00000141098_GFOD2" "chr16" "67674531" "67719421"
"1361" "ENSG00000102898_NUTF2" "chr16" "67846732" "67872567"
"1362" "ENSG00000038358_EDC4" "chr16" "67873023" "67884503"
"1363" "ENSG00000141096_DPEP3" "chr16" "67975663" "67980829"
"1364" "ENSG00000167261_DPEP2" "chr16" "67987394" "68000586"
"1365" "ENSG00000167264_DUS2" "chr16" "67987746" "68079320"
"1366" "ENSG00000161999_JMJD8" "chr16" "681671" "684528"
"1367" "ENSG00000103066_PLA2G15" "chr16" "68245304" "68261062"
"1368" "ENSG00000103064_SLC7A6" "chr16" "68264516" "68301823"
"1369" "ENSG00000103061_SLC7A6OS" "chr16" "68284503" "68310946"
"1370" "ENSG00000184939_ZFP90" "chr16" "68530090" "68576072"
"1371" "ENSG00000141076_UTP4" "chr16" "69131291" "69231130"
"1372" "ENSG00000168807_SNTB2" "chr16" "69187129" "69309052"
"1373" "ENSG00000132603_NIP7" "chr16" "69337996" "69343111"
"1374" "ENSG00000132604_TERF2" "chr16" "69355561" "69408571"
"1375" "ENSG00000103018_CYB5B" "chr16" "69424525" "69466266"
"1376" "ENSG00000181019_NQO1" "chr16" "69706996" "69726951"
"1377" "ENSG00000198373_WWP2" "chr16" "69762306" "69941741"
"1378" "ENSG00000090857_PDPR" "chr16" "70113626" "70162537"
"1379" "ENSG00000223496_EXOSC6" "chr16" "70246778" "70251930"
"1380" "ENSG00000157349_DDX19B" "chr16" "70289663" "70335283"
"1381" "ENSG00000103051_COG4" "chr16" "70480568" "70523565"
"1382" "ENSG00000180917_CMTR2" "chr16" "71281389" "71289715"
"1383" "ENSG00000167377_ZNF23" "chr16" "71447597" "71463095"
"1384" "ENSG00000040199_PHLPP2" "chr16" "71637835" "71724701"
"1385" "ENSG00000166747_AP1G1" "chr16" "71729000" "71809201"
"1386" "ENSG00000257017_HP" "chr16" "72054592" "72061055"
"1387" "ENSG00000103254_FAM173A" "chr16" "720581" "722601"
"1388" "ENSG00000140829_DHX38" "chr16" "72093562" "72112912"
"1389" "ENSG00000103253_HAGHL" "chr16" "726936" "735525"
"1390" "ENSG00000090863_GLG1" "chr16" "74447427" "74607144"
"1391" "ENSG00000168411_RFWD3" "chr16" "74621394" "74666881"
"1392" "ENSG00000168404_MLKL" "chr16" "74671855" "74700960"
"1393" "ENSG00000166816_LDHD" "chr16" "75111860" "75116771"
"1394" "ENSG00000184517_ZFP1" "chr16" "75148492" "75172236"
"1395" "ENSG00000153774_CFDP1" "chr16" "75293698" "75433485"
"1396" "ENSG00000166822_TMEM170A" "chr16" "75443054" "75465497"
"1397" "ENSG00000065457_ADAT1" "chr16" "75596981" "75623300"
"1398" "ENSG00000103111_MON1B" "chr16" "77190835" "77202405"
"1399" "ENSG00000186153_WWOX" "chr16" "78099413" "79212667"
"1400" "ENSG00000007376_RPUSD1" "chr16" "784974" "788397"
"1401" "ENSG00000178573_MAF" "chr16" "79585843" "79600714"
"1402" "ENSG00000103121_CMC2" "chr16" "80966448" "81020270"
"1403" "ENSG00000166451_CENPN" "chr16" "81006498" "81033114"
"1404" "ENSG00000197943_PLCG2" "chr16" "81739097" "81962693"
"1405" "ENSG00000135698_MPHOSPH6" "chr16" "82147798" "82170226"
"1406" "ENSG00000230989_HSBP1" "chr16" "83807843" "83819737"
"1407" "ENSG00000140943_MBTPS1" "chr16" "84053761" "84116906"
"1408" "ENSG00000103160_HSDL1" "chr16" "84122146" "84145192"
"1409" "ENSG00000103168_TAF1C" "chr16" "84177847" "84187070"
"1410" "ENSG00000103148_NPRL3" "chr16" "84271" "138860"
"1411" "ENSG00000135686_KLHL36" "chr16" "84648525" "84667686"
"1412" "ENSG00000103194_USP10" "chr16" "84699978" "84779922"
"1413" "ENSG00000103196_CRISPLD2" "chr16" "84819984" "84920768"
"1414" "ENSG00000153786_ZDHHC7" "chr16" "84974181" "85011535"
"1415" "ENSG00000135709_KIAA0513" "chr16" "85027751" "85094230"
"1416" "ENSG00000154102_C16orf74" "chr16" "85690084" "85751129"
"1417" "ENSG00000131148_EMC8" "chr16" "85771758" "85799608"
"1418" "ENSG00000140968_IRF8" "chr16" "85898803" "85922609"
"1419" "ENSG00000067365_METTL22" "chr16" "8621683" "8649654"
"1420" "ENSG00000103248_MTHFSD" "chr16" "86530176" "86555235"
"1421" "ENSG00000183044_ABAT" "chr16" "8674565" "8784575"
"1422" "ENSG00000103264_FBXO31" "chr16" "87326987" "87392142"
"1423" "ENSG00000140941_MAP1LC3B" "chr16" "87383995" "87404779"
"1424" "ENSG00000140948_ZCCHC14" "chr16" "87406246" "87492045"
"1425" "ENSG00000104731_KLHDC4" "chr16" "87696485" "87765992"
"1426" "ENSG00000103257_SLC7A5" "chr16" "87830023" "87869488"
"1427" "ENSG00000140650_PMM2" "chr16" "8788823" "8849331"
"1428" "ENSG00000172530_BANP" "chr16" "87949244" "88077318"
"1429" "ENSG00000179588_ZFPM1" "chr16" "88453317" "88537016"
"1430" "ENSG00000153048_CARHSP1" "chr16" "8852942" "8869012"
"1431" "ENSG00000051523_CYBA" "chr16" "88643283" "88651152"
"1432" "ENSG00000185669_SNAI3" "chr16" "88677682" "88686493"
"1433" "ENSG00000158717_RNF166" "chr16" "88696495" "88706421"
"1434" "ENSG00000103335_PIEZO1" "chr16" "88715338" "88785220"
"1435" "ENSG00000198931_APRT" "chr16" "88809339" "88811944"
"1436" "ENSG00000167515_TRAPPC2L" "chr16" "88856220" "88862686"
"1437" "ENSG00000129993_CBFA2T3" "chr16" "88874858" "88977204"
"1438" "ENSG00000197912_SPG7" "chr16" "89490719" "89557768"
"1439" "ENSG00000167526_RPL13" "chr16" "89560657" "89566828"
"1440" "ENSG00000131165_CHMP1A" "chr16" "89644431" "89657845"
"1441" "ENSG00000185324_CDK10" "chr16" "89680737" "89696364"
"1442" "ENSG00000158792_SPATA2L" "chr16" "89696343" "89701705"
"1443" "ENSG00000075399_VPS9D1" "chr16" "89707134" "89720986"
"1444" "ENSG00000140995_DEF8" "chr16" "89947925" "89968060"
"1445" "ENSG00000141013_GAS8" "chr16" "90019629" "90044975"
"1446" "ENSG00000182831_C16orf72" "chr16" "9091648" "9121640"
"1447" "ENSG00000159842_ABR" "chr17" "1003518" "1229738"
"1448" "ENSG00000133028_SCO1" "chr17" "10672474" "10698375"
"1449" "ENSG00000170222_ADPRM" "chr17" "10697594" "10711233"
"1450" "ENSG00000006744_ELAC2" "chr17" "12992391" "13018187"
"1451" "ENSG00000108953_YWHAE" "chr17" "1344272" "1400378"
"1452" "ENSG00000006695_COX10" "chr17" "14069496" "14208677"
"1453" "ENSG00000174238_PITPNA" "chr17" "1517718" "1562816"
"1454" "ENSG00000109099_PMP22" "chr17" "15229777" "15265357"
"1455" "ENSG00000170425_ADORA2B" "chr17" "15944917" "15975746"
"1456" "ENSG00000141027_NCOR1" "chr17" "16029157" "16218185"
"1457" "ENSG00000187688_TRPV2" "chr17" "16415542" "16437003"
"1458" "ENSG00000133030_MPRIP" "chr17" "17042545" "17217679"
"1459" "ENSG00000154803_FLCN" "chr17" "17212212" "17237188"
"1460" "ENSG00000141030_COPS3" "chr17" "17246820" "17281293"
"1461" "ENSG00000167711_SERPINF2" "chr17" "1742836" "1755268"
"1462" "ENSG00000108551_RASD1" "chr17" "17494437" "17496395"
"1463" "ENSG00000133027_PEMT" "chr17" "17505563" "17591708"
"1464" "ENSG00000132386_SERPINF1" "chr17" "1761959" "1777574"
"1465" "ENSG00000186532_SMYD4" "chr17" "1779485" "1830634"
"1466" "ENSG00000072310_SREBF1" "chr17" "17810399" "17837002"
"1467" "ENSG00000175662_TOM1L2" "chr17" "17843511" "17972422"
"1468" "ENSG00000171953_ATPAF2" "chr17" "17977409" "18039209"
"1469" "ENSG00000108591_DRG2" "chr17" "18087886" "18107971"
"1470" "ENSG00000131899_LLGL1" "chr17" "18225587" "18244875"
"1471" "ENSG00000177731_FLII" "chr17" "18244836" "18258916"
"1472" "ENSG00000177302_TOP3A" "chr17" "18271428" "18315007"
"1473" "ENSG00000176974_SHMT1" "chr17" "18327860" "18363563"
"1474" "ENSG00000154016_GRAP" "chr17" "19020673" "19047637"
"1475" "ENSG00000142494_SLC47A1" "chr17" "19495385" "19579034"
"1476" "ENSG00000072210_ALDH3A2" "chr17" "19648136" "19677598"
"1477" "ENSG00000083290_ULK2" "chr17" "19770829" "19867936"
"1478" "ENSG00000108599_AKAP10" "chr17" "19904302" "19978343"
"1479" "ENSG00000181031_RPH3AL" "chr17" "212389" "386254"
"1480" "ENSG00000167720_SRR" "chr17" "2303383" "2325260"
"1481" "ENSG00000141258_SGSM2" "chr17" "2337498" "2381058"
"1482" "ENSG00000007168_PAFAH1B1" "chr17" "2593210" "2685615"
"1483" "ENSG00000109046_WSB1" "chr17" "27294076" "27315926"
"1484" "ENSG00000168961_LGALS9" "chr17" "27629798" "27649560"
"1485" "ENSG00000109084_TMEM97" "chr17" "28319095" "28328685"
"1486" "ENSG00000004142_POLDIP2" "chr17" "28347177" "28357522"
"1487" "ENSG00000004139_SARM1" "chr17" "28364356" "28404049"
"1488" "ENSG00000109107_ALDOC" "chr17" "28573115" "28577264"
"1489" "ENSG00000109113_RAB34" "chr17" "28714281" "28718429"
"1490" "ENSG00000173065_FAM222B" "chr17" "28755978" "28855232"
"1491" "ENSG00000108256_NUFIP2" "chr17" "29255836" "29294118"
"1492" "ENSG00000168792_ABHD15" "chr17" "29560547" "29567137"
"1493" "ENSG00000167543_TP53I13" "chr17" "29566052" "29573157"
"1494" "ENSG00000108262_GIT1" "chr17" "29573469" "29594054"
"1495" "ENSG00000141298_SSH2" "chr17" "29625938" "29930276"
"1496" "ENSG00000108582_CPD" "chr17" "30378905" "30469989"
"1497" "ENSG00000176390_CRLF3" "chr17" "30769388" "30824776"
"1498" "ENSG00000184060_ADAP2" "chr17" "30906344" "30959322"
"1499" "ENSG00000131242_RAB11FIP4" "chr17" "31391624" "31538217"
"1500" "ENSG00000126858_RHOT1" "chr17" "32142454" "32253374"
"1501" "ENSG00000176749_CDK5R1" "chr17" "32486619" "32491256"
"1502" "ENSG00000108691_CCL2" "chr17" "34255218" "34257203"
"1503" "ENSG00000132141_CCT6B" "chr17" "34927859" "34981078"
"1504" "ENSG00000005156_LIG3" "chr17" "34980494" "35009743"
"1505" "ENSG00000166750_SLFN5" "chr17" "35243036" "35273655"
"1506" "ENSG00000172716_SLFN11" "chr17" "35350305" "35373701"
"1507" "ENSG00000172123_SLFN12" "chr17" "35411060" "35433283"
"1508" "ENSG00000274736_CCL23" "chr17" "36013056" "36017968"
"1509" "ENSG00000277632_CCL3" "chr17" "36088256" "36090169"
"1510" "ENSG00000040531_CTNS" "chr17" "3636468" "3661542"
"1511" "ENSG00000278259_MYO19" "chr17" "36495633" "36543435"
"1512" "ENSG00000278311_GGNBP2" "chr17" "36544888" "36589848"
"1513" "ENSG00000278535_DHRS11" "chr17" "36591798" "36600806"
"1514" "ENSG00000213977_TAX1BP3" "chr17" "3662896" "3668682"
"1515" "ENSG00000275700_AATF" "chr17" "36948875" "37056871"
"1516" "ENSG00000278845_MRPL45" "chr17" "38297023" "38323218"
"1517" "ENSG00000277791_PSMB3" "chr17" "38752736" "38764231"
"1518" "ENSG00000276293_PIP4K2B" "chr17" "38765689" "38800126"
"1519" "ENSG00000273559_CWC25" "chr17" "38800434" "38825481"
"1520" "ENSG00000002834_LASP1" "chr17" "38869859" "38921770"
"1521" "ENSG00000108405_P2RX1" "chr17" "3896592" "3916500"
"1522" "ENSG00000074370_ATP2A3" "chr17" "3923870" "3964464"
"1523" "ENSG00000167258_CDK12" "chr17" "39461511" "39564907"
"1524" "ENSG00000131748_STARD3" "chr17" "39637065" "39663484"
"1525" "ENSG00000161395_PGAP3" "chr17" "39671122" "39696797"
"1526" "ENSG00000108344_PSMD3" "chr17" "39980797" "39997960"
"1527" "ENSG00000074755_ZZEF1" "chr17" "4004445" "4143020"
"1528" "ENSG00000108349_CASC3" "chr17" "40140318" "40172183"
"1529" "ENSG00000108352_RAPGEFL1" "chr17" "40177010" "40195656"
"1530" "ENSG00000073584_SMARCE1" "chr17" "40624962" "40648864"
"1531" "ENSG00000186395_KRT10" "chr17" "40818117" "40822595"
"1532" "ENSG00000167920_TMEM99" "chr17" "40819106" "40836274"
"1533" "ENSG00000108244_KRT23" "chr17" "40922696" "40937634"
"1534" "ENSG00000187624_C17orf97" "chr17" "410327" "431062"
"1535" "ENSG00000167740_CYB5D2" "chr17" "4143168" "4187310"
"1536" "ENSG00000173801_JUP" "chr17" "41754604" "41786931"
"1537" "ENSG00000141698_NT5C3B" "chr17" "41825181" "41836263"
"1538" "ENSG00000108771_DHX58" "chr17" "42101404" "42112733"
"1539" "ENSG00000126561_STAT5A" "chr17" "42287547" "42311943"
"1540" "ENSG00000033627_ATP6V0A1" "chr17" "42458844" "42522611"
"1541" "ENSG00000108784_NAGLU" "chr17" "42536172" "42544449"
"1542" "ENSG00000068120_COASY" "chr17" "42561467" "42566277"
"1543" "ENSG00000037042_TUBG2" "chr17" "42659305" "42667006"
"1544" "ENSG00000126581_BECN1" "chr17" "42810134" "42833350"
"1545" "ENSG00000266967_AARSD1" "chr17" "42950526" "42964498"
"1546" "ENSG00000108825_PTGES3L-AARSD1" "chr17" "42950526" "42980528"
"1547" "ENSG00000131469_RPL27" "chr17" "42998273" "43002959"
"1548" "ENSG00000108828_VAT1" "chr17" "43014605" "43025123"
"1549" "ENSG00000012048_BRCA1" "chr17" "43044295" "43170245"
"1550" "ENSG00000067596_DHX8" "chr17" "43483865" "43610338"
"1551" "ENSG00000108861_DUSP3" "chr17" "43766121" "43778988"
"1552" "ENSG00000183688_RFLNB" "chr17" "439978" "445939"
"1553" "ENSG00000091947_TMEM101" "chr17" "44011188" "44023946"
"1554" "ENSG00000141349_G6PC3" "chr17" "44070735" "44076344"
"1555" "ENSG00000013306_SLC25A39" "chr17" "44319625" "44324870"
"1556" "ENSG00000182557_SPNS3" "chr17" "4433688" "4488208"
"1557" "ENSG00000180340_FZD2" "chr17" "44557459" "44559570"
"1558" "ENSG00000108883_EFTUD2" "chr17" "44849943" "44899662"
"1559" "ENSG00000172992_DCAKD" "chr17" "45023340" "45061109"
"1560" "ENSG00000168517_HEXIM2" "chr17" "45160700" "45170040"
"1561" "ENSG00000159314_ARHGAP27" "chr17" "45393902" "45434421"
"1562" "ENSG00000225190_PLEKHM1" "chr17" "45435900" "45490749"
"1563" "ENSG00000120071_KANSL1" "chr17" "46029916" "46225389"
"1564" "ENSG00000073969_NSF" "chr17" "46590669" "46757464"
"1565" "ENSG00000108433_GOSR2" "chr17" "46923075" "46975524"
"1566" "ENSG00000161921_CXCL16" "chr17" "4733526" "4739922"
"1567" "ENSG00000141497_ZMYND15" "chr17" "4740015" "4746119"
"1568" "ENSG00000159111_MRPL10" "chr17" "47823272" "47831534"
"1569" "ENSG00000182853_VMO1" "chr17" "4785285" "4786433"
"1570" "ENSG00000108439_PNPO" "chr17" "47941506" "47949308"
"1571" "ENSG00000108465_CDK5RAP3" "chr17" "47967810" "47981774"
"1572" "ENSG00000005243_COPZ2" "chr17" "48026167" "48038030"
"1573" "ENSG00000129219_PLD2" "chr17" "4807096" "4823434"
"1574" "ENSG00000173917_HOXB2" "chr17" "48540894" "48544989"
"1575" "ENSG00000136436_CALCOCO2" "chr17" "48830988" "48866522"
"1576" "ENSG00000159199_ATP5MC1" "chr17" "48892765" "48895871"
"1577" "ENSG00000159202_UBE2Z" "chr17" "48908369" "48929056"
"1578" "ENSG00000167083_GNGT2" "chr17" "49202791" "49210574"
"1579" "ENSG00000108528_SLC25A11" "chr17" "4937130" "4940251"
"1580" "ENSG00000108523_RNF167" "chr17" "4940008" "4945222"
"1581" "ENSG00000091640_SPAG7" "chr17" "4959226" "4967872"
"1582" "ENSG00000121067_SPOP" "chr17" "49598884" "49678234"
"1583" "ENSG00000108823_SGCA" "chr17" "50164214" "50175931"
"1584" "ENSG00000006282_SPATA20" "chr17" "50543058" "50555852"
"1585" "ENSG00000108846_ABCC3" "chr17" "50634777" "50692252"
"1586" "ENSG00000108848_LUC7L3" "chr17" "50719544" "50756213"
"1587" "ENSG00000141232_TOB1" "chr17" "50862223" "50867978"
"1588" "ENSG00000008294_SPAG9" "chr17" "50962174" "51120865"
"1589" "ENSG00000239672_NME1" "chr17" "51153536" "51162428"
"1590" "ENSG00000011052_NME1-NME2" "chr17" "51153590" "51171744"
"1591" "ENSG00000129204_USP6" "chr17" "5116438" "5175034"
"1592" "ENSG00000243678_NME2" "chr17" "51165435" "51171747"
"1593" "ENSG00000011260_UTP18" "chr17" "51260528" "51297936"
"1594" "ENSG00000029725_RABEP1" "chr17" "5282265" "5385812"
"1595" "ENSG00000108559_NUP88" "chr17" "5360963" "5420160"
"1596" "ENSG00000129197_RPAIN" "chr17" "5419641" "5432876"
"1597" "ENSG00000167842_MIS12" "chr17" "5486285" "5490814"
"1598" "ENSG00000108960_MMD" "chr17" "55392613" "55421992"
"1599" "ENSG00000121064_SCPEP1" "chr17" "56978105" "57006768"
"1600" "ENSG00000153944_MSI2" "chr17" "57255851" "57684685"
"1601" "ENSG00000005381_MPO" "chr17" "58269856" "58280935"
"1602" "ENSG00000213246_SUPT4H1" "chr17" "58345175" "58353093"
"1603" "ENSG00000108387_Sep-04" "chr17" "58520250" "58540818"
"1604" "ENSG00000108384_RAD51C" "chr17" "58692573" "58735611"
"1605" "ENSG00000108395_TRIM37" "chr17" "58982638" "59106921"
"1606" "ENSG00000141378_PTRH2" "chr17" "59674636" "59707626"
"1607" "ENSG00000189050_RNFT1" "chr17" "59952240" "59964761"
"1608" "ENSG00000068097_HEATR6" "chr17" "60043194" "60078931"
"1609" "ENSG00000198231_DDX42" "chr17" "63773603" "63819317"
"1610" "ENSG00000108592_FTSJ3" "chr17" "63819433" "63830012"
"1611" "ENSG00000108604_SMARCD2" "chr17" "63832081" "63843065"
"1612" "ENSG00000007312_CD79B" "chr17" "63928740" "63932354"
"1613" "ENSG00000108622_ICAM2" "chr17" "64002594" "64020634"
"1614" "ENSG00000108654_DDX5" "chr17" "64499616" "64508199"
"1615" "ENSG00000258890_CEP95" "chr17" "64506588" "64542461"
"1616" "ENSG00000120063_GNA13" "chr17" "65010715" "65056839"
"1617" "ENSG00000129235_TXNDC17" "chr17" "6640758" "6644541"
"1618" "ENSG00000196704_AMZ2" "chr17" "68247574" "68257164"
"1619" "ENSG00000141337_ARSG" "chr17" "68259182" "68422731"
"1620" "ENSG00000108932_SLC16A6" "chr17" "68267026" "68291267"
"1621" "ENSG00000070540_WIPI1" "chr17" "68420948" "68457513"
"1622" "ENSG00000161939_RNASEK-C17orf49" "chr17" "7012635" "7017520"
"1623" "ENSG00000123700_KCNJ2" "chr17" "70168673" "70180048"
"1624" "ENSG00000132514_CLEC10A" "chr17" "7074537" "7080307"
"1625" "ENSG00000161944_ASGR2" "chr17" "7101322" "7115700"
"1626" "ENSG00000141505_ASGR1" "chr17" "7173431" "7179564"
"1627" "ENSG00000072778_ACADVL" "chr17" "7217125" "7225273"
"1628" "ENSG00000175826_CTDNEP1" "chr17" "7243591" "7252491"
"1629" "ENSG00000170291_ELP5" "chr17" "7251416" "7259940"
"1630" "ENSG00000133195_SLC39A11" "chr17" "72645949" "73092712"
"1631" "ENSG00000166685_COG1" "chr17" "73192632" "73208507"
"1632" "ENSG00000141219_C17orf80" "chr17" "73232233" "73248947"
"1633" "ENSG00000072818_ACAP1" "chr17" "7336529" "7351478"
"1634" "ENSG00000170412_GPRC5C" "chr17" "74424851" "74451653"
"1635" "ENSG00000179409_GEMIN4" "chr17" "744414" "753999"
"1636" "ENSG00000170175_CHRNB1" "chr17" "7445061" "7457707"
"1637" "ENSG00000167851_CD300A" "chr17" "74466399" "74484796"
"1638" "ENSG00000167850_CD300C" "chr17" "74541108" "74546143"
"1639" "ENSG00000174282_ZBTB4" "chr17" "7459366" "7484263"
"1640" "ENSG00000109062_SLC9A3R1" "chr17" "74748652" "74769353"
"1641" "ENSG00000125449_ARMC7" "chr17" "75109952" "75130265"
"1642" "ENSG00000125450_NUP85" "chr17" "75205659" "75235758"
"1643" "ENSG00000125445_MRPS7" "chr17" "75261674" "75266373"
"1644" "ENSG00000125457_MIF4GD" "chr17" "75266228" "75271227"
"1645" "ENSG00000125454_SLC25A19" "chr17" "75272981" "75289510"
"1646" "ENSG00000177885_GRB2" "chr17" "75318076" "75405709"
"1647" "ENSG00000239697_TNFSF12" "chr17" "7548891" "7557890"
